Country Name,Country Code,LifeExp_1960,LifeExp_1961,LifeExp_1962,LifeExp_1963,LifeExp_1964,LifeExp_1965,LifeExp_1966,LifeExp_1967,LifeExp_1968,LifeExp_1969,LifeExp_1970,LifeExp_1971,LifeExp_1972,LifeExp_1973,LifeExp_1974,LifeExp_1975,LifeExp_1976,LifeExp_1977,LifeExp_1978,LifeExp_1979,LifeExp_1980,LifeExp_1981,LifeExp_1982,LifeExp_1983,LifeExp_1984,LifeExp_1985,LifeExp_1986,LifeExp_1987,LifeExp_1988,LifeExp_1989,LifeExp_1990,LifeExp_1991,LifeExp_1992,LifeExp_1993,LifeExp_1994,LifeExp_1995,LifeExp_1996,LifeExp_1997,LifeExp_1998,LifeExp_1999,LifeExp_2000,LifeExp_2001,LifeExp_2002,LifeExp_2003,LifeExp_2004,LifeExp_2005,LifeExp_2006,LifeExp_2007,LifeExp_2008,LifeExp_2009,LifeExp_2010,LifeExp_2011,LifeExp_2012,LifeExp_2013,LifeExp_2014,LifeExp_2015
Hungary,HUN,68.0031707317,68.936097561,67.8658536585,68.8741463415,69.3809756098,69.0712195122,69.8224390244,69.4070731707,69.2302439024,69.3146341463,69.1646341463,69.0524390244,69.6646341463,69.5180487805,69.2480487805,69.29,69.5731707317,69.8480487805,69.393902439,69.6153658537,69.0617073171,69.1392682927,69.357804878,68.9736585366,69.0258536585,68.972195122,69.1734146341,69.6512195122,70.0234146341,69.4617073171,69.3156097561,69.3770731707,69.1170731707,69.1012195122,69.4697560976,69.7917073171,70.3287804878,70.7024390244,70.557804878,70.6770731707,71.2463414634,72.2487804878,72.3487804878,72.3,72.6487804878,72.6487804878,73.0975609756,73.1512195122,73.7024390244,73.9048780488,74.2073170732,74.8585365854,75.0634146341,75.5658536585,75.7634146341,75.9609756098
IBRD only,IBD,48.523622332,49.0472675138,49.6489326504,50.3880924003,51.2546411806,52.2290029282,53.2449688431,54.2458991388,55.2148373361,56.0773321844,56.878127024,57.5843635604,58.2341203781,58.848809003,59.4435415939,59.9645062709,60.4836976119,60.9638128535,61.4139420155,61.8175068952,62.1937530646,62.57018559,62.9276657677,63.2405783189,63.5264946841,63.8559138138,64.2293093507,64.5307580623,64.8218835397,65.0877812086,65.3467428646,65.5947678982,65.7979493859,65.9866729935,66.239080325,66.5271483967,66.8663586784,67.2242510282,67.5573873309,67.8432250464,68.1545731896,68.4745855683,68.7710156661,69.0659693712,69.3717157339,69.6474804765,69.9605074809,70.2541615776,70.5255588549,70.8194842305,71.0869908651,71.3731484822,71.6287610787,71.886715392,72.1250951034,72.354967064
IDA & IBRD total,IBT,47.4278219681,47.9422834149,48.5269985591,49.2301432186,50.0368478688,50.9290013056,51.8500412723,52.7496128075,53.6143964707,54.3843364264,55.0987962077,55.7341356027,56.3237414135,56.8879923661,57.4396544949,57.9342918113,58.4315911813,58.8984834875,59.3405664801,59.7420748199,60.1167952039,60.4894005525,60.8413364244,61.1521221123,61.4358989653,61.7490905564,62.090866661,62.367290355,62.6271889407,62.8623235794,63.0855340098,63.301527697,63.4731866148,63.6380520351,63.8558247344,64.1051701689,64.3985603604,64.7137584116,65.0042632483,65.2665974996,65.558410455,65.8617258204,66.1557157359,66.4590625815,66.7799270025,67.0849476496,67.4237106295,67.7493507706,68.0564658894,68.3766529917,68.669263683,68.9687223224,69.2388876401,69.5052423442,69.7512528132,69.9854039661
IDA total,IDA,41.9333564699,42.475852198,43.0169426808,43.554928003,44.0852014601,44.5956460543,45.0718823542,45.5052356313,45.893453723,46.2406877664,46.5603508144,46.8727234168,47.1972710794,47.5489409332,47.9348684515,48.3597519838,48.8221797423,49.306880795,49.7955070504,50.2725080206,50.7269552521,51.1901913921,51.597808743,51.9797037359,52.3396857967,52.6681900955,52.9581652881,53.2115859593,53.4234465161,53.6197362513,53.7920714829,53.9598146149,54.1336535047,54.3133983627,54.505021559,54.7132899775,54.9405458652,55.1831530315,55.4397005318,55.7240072864,56.0413677881,56.40212684,56.8075865623,57.2591383343,57.7500665239,58.2705355758,58.8093310807,59.3531915023,59.8864798661,60.3967621889,60.8748240171,61.3182462915,61.7312327953,62.1190580399,62.4826736608,62.8230102098
IDA blend,IDB,43.6328602385,44.2972042787,44.9413686503,45.562227817,46.1590361849,46.7332878936,47.2879359723,47.8263113736,48.350987709,48.8621395954,49.3582654281,49.8387780636,50.3010358441,50.7458815182,51.1733968745,51.5880298276,51.9957538715,52.3984338049,52.7970628351,53.1891234646,53.5685591553,53.9268650735,54.2611963253,54.5471769644,54.7965624599,55.000253802,55.1583657889,55.2815321104,55.362503145,55.4191436585,55.4482929129,55.4428381597,55.4154594436,55.3573573884,55.2916041842,55.2250681784,55.1700778902,55.138910785,55.1284328901,55.1592197508,55.2477708893,55.4023250915,55.625618944,55.9026063171,56.2391444689,56.6253786682,57.0518946684,57.5046974509,57.9673859117,58.4260854063,58.8729569367,59.2921486562,59.6772392703,60.0354749901,60.364246834,60.6630072478
Indonesia,IDN,48.6403170732,49.269804878,49.885804878,50.4882926829,51.0792926829,51.6627804878,52.2413170732,52.8168536585,53.3904146341,53.9624634146,54.5314634146,55.0948780488,55.6491463415,56.1922926829,56.720804878,57.2357073171,57.7366097561,58.225,58.7009512195,59.1634390244,59.609902439,60.0352682927,60.4394634146,60.8229512195,61.1877560976,61.5383902439,61.8814146341,62.2214390244,62.5634878049,62.9086341463,63.259902439,63.6162926829,63.9742682927,64.3282926829,64.6738536585,65.0018780488,65.3058292683,65.5821707317,65.8293902439,66.0494634146,66.2468780488,66.4301219512,66.6082439024,66.788804878,66.9748780488,67.1685609756,67.3674878049,67.5677317073,67.7647804878,67.9576341463,68.147195122,68.3343902439,68.5195609756,68.7046097561,68.8884878049,69.0716829268
IDA only,IDX,41.1232647759,41.6081744019,42.1003918278,42.5990314404,43.0978423786,43.5783056273,44.0178823951,44.4020604954,44.7260248366,44.9953391483,45.2300690098,45.4602351133,45.7158819824,46.0186949994,46.3794226137,46.8032163356,47.2854256557,47.8029032113,48.328289815,48.8400026703,49.3248570498,49.8387800091,50.2767918158,50.7018963796,51.1126488156,51.4997432111,51.8525181257,52.1684393964,52.4444040477,52.710067238,52.9543823566,53.2103568182,53.4866622917,53.787572155,54.1096712069,54.4565959429,54.8256075248,55.205281251,55.5951590413,56.0056025756,56.4363092198,56.8985883776,57.3931784494,57.9294505555,58.4950576722,59.0803445957,59.6733637614,60.2613797683,60.8291960086,61.3650529148,61.859677818,62.3164815618,62.7441370025,63.1476072211,63.5294801321,63.8912329266
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5292682927,,,,,,,,77.9658536585,,,,,,,,,,,,,
India,IND,41.1719512195,41.7904878049,42.4174146341,43.0527317073,43.6984146341,44.3535121951,45.0185121951,45.6909268293,46.3677560976,47.047,47.7270731707,48.4074146341,49.0869756098,49.7602926829,50.4234146341,51.0679268293,51.6894634146,52.2846341463,52.8490243902,53.3807073171,53.8747073171,54.3285365854,54.7446097561,55.1323414634,55.4996341463,55.860902439,56.2305121951,56.6184390244,57.0311219512,57.4730487805,57.9437317073,58.4382195122,58.9450731707,59.4529268293,59.9548292683,60.4443658537,60.9156097561,61.3695609756,61.8072195122,62.2270731707,62.6306341463,63.0198536585,63.399195122,63.7745365854,64.147804878,64.5238780488,64.908097561,65.3004390244,65.6994390244,66.1026341463,66.5061463415,66.9041707317,67.2898780488,67.6604146341,68.013804878,68.3485609756
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,69.6917560976,69.9041219512,70.0879756098,70.249804878,70.3945853659,70.5252926829,70.6414146341,70.7435121951,70.8330731707,70.9151219512,70.9962195122,71.0813658537,71.1745853659,71.2808780488,71.4032926829,71.5462926829,71.7128780488,71.9000487805,72.1047560976,72.3230243902,72.5493658537,72.7777804878,73.0037804878,73.2223902439,73.4345853659,73.640902439,73.848804878,74.0633170732,74.2864390244,74.5156097561,74.7413170732,74.9505365854,75.1362439024,75.2964390244,75.4376341463,75.5713414634,75.8317073171,75.9853658537,76.1804878049,76.0829268293,76.5365853659,77.1341463415,77.6341463415,78.1390243902,78.5390243902,78.943902439,79.2414634146,79.6414634146,80.0951219512,80.1902439024,80.743902439,80.7463414634,80.8463414634,81.0,81.3487804878,81.5024390244
"Iran, Islamic Rep.",IRN,44.9455121951,45.5089512195,46.065804878,46.6180731707,47.169804878,47.7281463415,48.3007560976,48.8927073171,49.5105853659,50.1583414634,50.8639756098,51.6615853659,52.5444634146,53.478804878,54.4104634146,55.2124878049,55.7309268293,55.8964146341,55.7112195122,55.2395853659,54.6404390244,54.1278780488,53.899097561,54.092902439,54.7538780488,55.8714146341,57.3636585366,59.0503170732,60.7618292683,62.401902439,63.8828780488,65.1453414634,66.2035121951,67.0782195122,67.7713902439,68.3059268293,68.7221463415,69.0763170732,69.4155609756,69.7659512195,70.137195122,70.5216585366,70.8984390244,71.2538536585,71.5936341463,71.9317073171,72.2881219512,72.674195122,73.0920731707,73.5341707317,73.9831707317,74.4125853659,74.7993414634,75.1259756098,75.3893170732,75.5913414634
Iraq,IRQ,48.0306829268,49.2316341463,50.4183658537,51.5894146341,52.7368292683,53.8431219512,54.8864146341,55.848804878,56.717902439,57.4923414634,58.1876829268,58.8305853659,59.4410243902,60.022,60.5611463415,60.9961463415,61.2456341463,61.2753902439,61.0960731707,60.7595609756,60.3807073171,60.1049268293,60.052,60.2918780488,60.8405853659,61.658097561,62.6567804878,63.7006341463,64.6764146341,65.531195122,66.2403414634,66.8147073171,67.304902439,67.7487560976,68.1476341463,68.4969512195,68.7834634146,68.9970487805,69.1324146341,69.1933658537,69.178804878,69.09,68.9420243902,68.7573170732,68.5601219512,68.3816829268,68.2565121951,68.1990243902,68.2202926829,68.3199268293,68.4901219512,68.7097073171,68.9497317073,69.1834878049,69.3996829268,69.5902682927
Iceland,ISL,73.4286585366,73.5034146341,73.7219512195,73.0429268293,73.5417073171,73.8687804878,73.3004878049,73.7831707317,74.0058536585,73.7763414634,73.933902439,73.5704878049,74.4558536585,74.4509756098,74.5117073171,75.5787804878,76.972195122,76.3736585366,76.6492682927,76.7731707317,76.8465853659,76.5214634146,77.037804878,76.8456097561,77.5765853659,77.6024390244,77.9907317073,77.3390243902,77.0829268293,78.1409756098,78.0363414634,77.9919512195,78.7602439024,78.9346341463,79.2470731707,77.9843902439,78.777804878,78.8853658537,79.6024390244,79.3512195122,79.6536585366,80.6902439024,80.5024390244,80.9634146341,80.9975609756,81.5024390244,81.1585365854,81.4536585366,81.6097560976,81.7512195122,81.8975609756,82.3585365854,82.9170731707,82.0609756098,82.8609756098,82.8609756098
Israel,ISR,,72.0065853659,72.112195122,,,,72.2856097561,71.5097560976,71.0565853659,70.9704878049,71.2134146341,71.7190243902,71.0780487805,71.6934146341,71.6617073171,72.0451219512,72.956097561,72.9585365854,73.2073170732,73.5073170732,73.8756097561,74.2609756098,74.1097560976,74.4585365854,74.8073170732,75.2073170732,74.956097561,75.2585365854,74.4365853659,76.3073170732,76.6073170732,76.7585365854,76.5048780488,77.1536585366,77.4024390244,77.4512195122,78.1048780488,78.0,78.1487804878,78.6585365854,78.9536585366,79.4073170732,79.4512195122,79.6487804878,80.1463414634,80.1512195122,80.5536585366,80.5048780488,80.9512195122,81.4048780488,81.6024390244,81.656097561,81.7048780488,82.056097561,82.1536585366,82.0512195122
Italy,ITA,69.123902439,69.7602439024,69.1497560976,69.2480487805,70.3117073171,70.1717073171,70.926097561,70.9565853659,70.78,70.8119512195,71.5587804878,71.8068292683,72.0753658537,72.0263414634,72.7343902439,72.6473170732,72.9919512195,73.3646341463,73.6931707317,74.0026829268,73.9431707317,74.353902439,74.8146341463,74.6402439024,75.3895121951,75.4707317073,75.7707317073,76.2195121951,76.3707317073,76.8195121951,76.9707317073,77.0195121951,77.4195121951,77.7219512195,77.9219512195,78.1707317073,78.5219512195,78.8243902439,78.9756097561,79.4243902439,79.7780487805,80.1268292683,80.2292682927,79.9829268293,80.7804878049,80.7829268293,81.2829268293,81.4341463415,81.4853658537,81.6365853659,82.0365853659,82.187804878,82.2390243902,82.6902439024,83.0902439024,83.4902439024
Jamaica,JAM,64.3080731707,64.8760243902,65.3966341463,65.8713902439,66.3052926829,66.6997804878,67.0573414634,67.3824146341,67.6834634146,67.9699268293,68.251804878,68.540097561,68.8392682927,69.1518536585,69.4783414634,69.8177073171,70.1664634146,70.515097561,70.8516097561,71.166,71.4462926829,71.681,71.8661219512,72.0016341463,72.0880243902,72.1302439024,72.1357073171,72.1153658537,72.0837560976,72.0489268293,72.0159756098,71.9875365854,71.9627317073,71.9436585366,71.9353658537,71.9423902439,71.968195122,72.0157073171,72.0868536585,72.1846585366,72.3131707317,72.4769512195,72.6750243902,72.9029268293,73.1556097561,73.4280243902,73.7156097561,74.0092926829,74.3019512195,74.5840487805,74.8474878049,75.0862439024,75.2998292683,75.4882439024,75.6535121951,75.7981707317
Jordan,JOR,52.6852682927,53.4715121951,54.2513170732,55.025195122,55.7926585366,56.5521707317,57.3032682927,58.0439756098,58.7727804878,59.4876829268,60.1902195122,60.8813414634,61.5610731707,62.2283902439,62.880804878,63.512804878,64.117902439,64.6935853659,65.2378780488,65.7492682927,66.2312926829,66.6879512195,67.1247560976,67.5457073171,67.9502682927,68.3383902439,68.7065609756,69.0497073171,69.366804878,69.6573658537,69.9208536585,70.1573170732,70.3722682927,70.5687560976,70.7512439024,70.9257317073,71.0956829268,71.2635609756,71.4328780488,71.605097561,71.7797560976,71.9563658537,72.1324878049,72.3046097561,72.4737560976,72.638902439,72.8010487805,72.9611707317,73.1202439024,73.2782926829,73.4358292683,73.5918536585,73.7464146341,73.9,74.0521463415,74.2033414634
Japan,JPN,67.666097561,68.31,68.5948780488,69.6580487805,70.1324390244,70.2019512195,70.9865853659,71.2765853659,71.6112195122,71.8387804878,71.9502439024,72.8829268293,73.5065853659,73.7575609756,74.393902439,75.0573170732,75.4568292683,75.8982926829,76.0382926829,76.3375609756,76.0917073171,76.4143902439,76.9229268293,76.9614634146,77.3653658537,77.6504878049,78.0646341463,78.4836585366,78.3992682927,78.8180487805,78.8368292683,79.1007317073,79.153902439,79.2936585366,79.6870731707,79.5363414634,80.2002439024,80.4241463415,80.5014634146,80.5707317073,81.076097561,81.4170731707,81.5634146341,81.76,82.0302439024,81.9251219512,82.3219512195,82.5070731707,82.5875609756,82.9314634146,82.8426829268,82.5912195122,83.096097561,83.3319512195,83.587804878,83.8436585366
Kazakhstan,KAZ,58.3675853659,58.7815853659,59.1990731707,59.6185609756,60.0360487805,60.4490243902,60.852,61.2394878049,61.6089756098,61.9564634146,62.2764634146,62.5649512195,62.8249512195,63.0604390244,63.2799268293,63.4923658537,63.7097560976,63.9405853659,64.191902439,64.4667317073,66.6243902439,66.706097561,66.787804878,67.662195122,68.5365853659,68.5365853659,68.9134146341,69.2902439024,68.8487804878,68.2902439024,68.3365853659,67.9829268293,67.7317073171,66.7268292683,65.6731707317,64.9195121951,64.1097560976,64.4634146341,64.5609756098,65.5195121951,65.5170731707,65.7682926829,65.9682926829,65.8658536585,65.887804878,65.9097560976,66.1609756098,66.5048780488,67.0219512195,68.4292682927,68.2953658537,68.98,69.61,70.45,71.62,72.0
Kenya,KEN,46.3624146341,47.013,47.6522439024,48.2697560976,48.861097561,49.4287560976,49.9816829268,50.5327317073,51.0908292683,51.6589268293,52.2330243902,52.8086585366,53.3773658537,53.9341707317,54.4785853659,55.0190731707,55.5691707317,56.133804878,56.7079512195,57.280097561,57.8336341463,58.3475365854,58.7997560976,59.1683170732,59.4367317073,59.5970243902,59.6487317073,59.5984146341,59.4496829268,59.1951707317,58.8020487805,58.2289756098,57.4735365854,56.559195122,55.5339512195,54.4577317073,53.4,52.4375365854,51.6425853659,51.0713902439,50.7851707317,50.8241463415,51.1596585366,51.7487073171,52.5522439024,53.5198292683,54.591097561,55.6992926829,56.7846829268,57.8004390244,58.7186097561,59.5342195122,60.2727804878,60.9537804878,61.5763658537,62.1337317073
Kyrgyz Republic,KGZ,56.1280731707,56.5641219512,57.0026585366,57.443195122,57.8822439024,58.3152682927,58.7382926829,59.1463170732,59.5358536585,59.9038780488,60.244902439,60.5544146341,60.8354146341,61.092902439,61.332902439,61.5648536585,61.7972439024,62.0400731707,62.300902439,62.5857560976,62.9037804878,63.2636341463,63.6588780488,64.0775121951,64.5049268293,64.9189512195,65.2937804878,65.611195122,65.8585853659,67.9073170732,68.2975609756,68.5512195122,68.1024390244,67.1926829268,66.0390243902,65.7902439024,66.543902439,66.8926829268,67.0512195122,68.656097561,68.5585365854,68.7073170732,68.156097561,68.256097561,68.1536585366,67.956097561,67.6951219512,67.8951219512,68.4512195122,69.1024390244,69.3,69.6024390244,70.0024390244,70.2024390244,70.4024390244,70.6512195122
Cambodia,KHM,41.2320243902,41.3576829268,41.5174390244,41.7027804878,41.8856097561,42.0757560976,42.2894634146,42.4761219512,42.5396829268,42.3616829268,41.571195122,39.7332926829,36.7572439024,32.8128780488,28.2584878049,23.8845365854,20.6565121951,19.2655121951,20.0649268293,23.029097561,27.7389756098,33.4499268293,39.1743170732,44.1192439024,47.9234878049,50.4381219512,51.7904634146,52.47,52.895195122,53.2086829268,53.5100731707,53.8363414634,54.1507804878,54.4417560976,54.7502195122,55.1216585366,55.5860243902,56.1438536585,56.7916097561,57.528804878,58.3508780488,59.2472682927,60.187,61.1375853659,62.0736097561,62.9677073171,63.7955853659,64.5523414634,65.2349756098,65.8444634146,66.3856585366,66.8728780488,67.3288780488,67.7720487805,68.2122926829,68.6561463415
Kiribati,KIR,49.2159756098,49.7436829268,50.2742926829,50.7977804878,51.3076829268,51.8085121951,52.307804878,52.8146585366,53.3305609756,53.8475609756,54.3511219512,54.8237073171,55.250804878,55.6223414634,55.934804878,56.1867317073,56.3791463415,56.5280731707,56.653,56.7694146341,56.8952195122,57.0463658537,57.2337804878,57.4629268293,57.7412926829,58.0748536585,58.466097561,58.9026097561,59.3704878049,59.8583414634,60.3508292683,60.8345853659,61.2997317073,61.7372926829,62.1397804878,62.5056585366,62.8373170732,63.1446097561,63.432902439,63.7026097561,63.9506829268,64.172097561,64.3644146341,64.5271463415,64.6652926829,64.7823658537,64.8853414634,64.9807560976,65.0786097561,65.1834390244,65.3027804878,65.4406341463,65.5960731707,65.7665853659,65.9516829268,66.1478536585
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,63.9512195122,,,,,65.9512195122,,,,,67.9512195122,,,,,70.0363414634,,,,,71.3365853659,,,,,,,,,,,,,
"Korea, Rep.",KOR,53.0013170732,53.7362439024,54.484097561,55.245902439,56.0216341463,56.8212439024,57.6577073171,58.5300243902,59.4276829268,60.3317317073,62.0358536585,62.4436585366,62.8414634146,63.2295121951,63.5975609756,63.9558536585,64.3041463415,64.6475609756,64.976097561,65.2946341463,65.8092682927,66.3092682927,66.7841463415,67.2392682927,67.9034146341,68.5329268293,69.1836585366,69.8092682927,70.3392682927,70.8595121951,71.2997560976,71.7302439024,72.2004878049,72.6819512195,73.0431707317,73.3943902439,73.8312195122,74.247804878,74.6802439024,75.3734146341,75.8353658537,76.3419512195,76.8390243902,77.2502439024,77.8465853659,78.4326829268,78.9692682927,79.3495121951,79.8326829268,80.2973170732,80.5512195122,80.9670731707,81.2134146341,81.7051219512,82.1558536585,82.1558536585
Kuwait,KWT,60.400195122,61.1443414634,61.8484878049,62.512097561,63.137195122,63.7257560976,64.2792926829,64.7998292683,65.2918780488,65.7574634146,66.1991219512,66.6163902439,67.0107804878,67.384804878,67.7414634146,68.0867804878,68.4242439024,68.7583170732,69.0884878049,69.4172195122,69.7434878049,70.066804878,70.3831463415,70.6874878049,70.9772926829,71.2485365854,71.4992195122,71.727804878,71.9333170732,72.1177317073,72.2815609756,72.4267804878,72.5569512195,72.6755365854,72.7855853659,72.888097561,72.9850731707,73.0750243902,73.1589512195,73.2388536585,73.3137560976,73.3856829268,73.4531219512,73.5180731707,73.583,73.6514146341,73.7262682927,73.81,73.9031463415,74.006195122,74.1166341463,74.2335121951,74.3518536585,74.4696829268,74.5850243902,74.697902439
